"latin","GridReference","StartDate","Year","GRIDREF_1KM_PREC"
"bombus lapidarius","TA044335",2011-06-26,2011,"TA0433"
"bombus lucorum sensu lato","TA044335",2011-06-26,2011,"TA0433"
"bombus lapidarius","TA044335",2011-06-26,2011,"TA0433"
"bombus pascuorum","TA044335",2011-06-26,2011,"TA0433"
"apis mellifera","TA044335",2011-06-26,2011,"TA0433"
"apis mellifera","TA044335",2011-06-26,2011,"TA0433"
"apis mellifera","TA044335",2011-06-26,2011,"TA0433"
"bombus bohemicus","TA044335",2011-06-26,2011,"TA0433"
"bombus lapidarius","TA044335",2011-04-17,2011,"TA0433"
"bombus lucorum sensu lato","TA044335",2011-04-17,2011,"TA0433"
"bombus pascuorum","SU584361",2010-08-31,2010,"SU5836"
"bombus lapidarius","SU584361",2010-08-31,2010,"SU5836"
"bombus pascuorum","SU584361",2010-08-31,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-08-31,2010,"SU5836"
"bombus pascuorum","SU584361",2010-08-31,2010,"SU5836"
"bombus terrestris","SU584361",2010-06-29,2010,"SU5836"
"bombus lapidarius","SU584361",2010-06-29,2010,"SU5836"
"bombus hortorum","SU584361",2010-06-29,2010,"SU5836"
"bombus pascuorum","SU584361",2010-06-29,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-06-29,2010,"SU5836"
"bombus hypnorum","SU584361",2010-06-29,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-06-29,2010,"SU5836"
"bombus lapidarius","SU584361",2010-07-29,2010,"SU5836"
"bombus pascuorum","SU584361",2010-07-29,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-07-29,2010,"SU5836"
"bombus terrestris","SU584361",2010-07-29,2010,"SU5836"
"bombus lapidarius","SU584361",2010-07-29,2010,"SU5836"
"bombus pascuorum","SU584361",2010-07-29,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-07-29,2010,"SU5836"
"bombus lapidarius","SU584361",2010-07-29,2010,"SU5836"
"bombus pascuorum","SU584361",2010-07-29,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-07-29,2010,"SU5836"
"bombus pascuorum","SU584361",2010-08-31,2010,"SU5836"
"bombus lapidarius","SU584361",2010-08-31,2010,"SU5836"
"bombus pascuorum","SU584361",2010-08-31,2010,"SU5836"
"bombus lucorum sensu lato","SU584361",2010-08-31,2010,"SU5836"
"bombus pascuorum","SU584361",2010-08-31,2010,"SU5836"
"bombus pascuorum","SU584361",2010-09-30,2010,"SU5836"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus lucorum sensu lato","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus lapidarius","SK009534",2010-08-18,2010,"SK0053"
"bombus hortorum","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus lapidarius","SK009534",2010-08-18,2010,"SK0053"
"bombus pascuorum","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus lapidarius","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus lapidarius","SK009534",2010-08-18,2010,"SK0053"
"bombus pascuorum","SK009534",2010-08-18,2010,"SK0053"
"bombus terrestris","SK009534",2010-08-18,2010,"SK0053"
"bombus lapidarius","SK009534",2010-08-18,2010,"SK0053"
"bombus pascuorum","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus campestris","SK009534",2010-08-18,2010,"SK0053"
"bombus pascuorum","SK009534",2010-09-26,2010,"SK0053"
"bombus pascuorum","SK009534",2010-09-26,2010,"SK0053"
"bombus pascuorum","SK009534",2010-09-26,2010,"SK0053"
"bombus pascuorum","SK009534",2010-09-26,2010,"SK0053"
"bombus lucorum sensu lato","ST549929",2011-07-27,2011,"ST5492"
"bombus pratorum","ST549929",2011-07-27,2011,"ST5492"
"bombus pascuorum","ST549929",2011-07-27,2011,"ST5492"
"bombus pascuorum","ST549929",2011-07-27,2011,"ST5492"
"bombus terrestris","ST549929",2011-04-25,2011,"ST5492"
"bombus lucorum/terrestris","ST549929",2011-04-25,2011,"ST5492"
"bombus lapidarius","ST549929",2011-04-25,2011,"ST5492"
"bombus lapidarius","ST549929",2011-04-25,2011,"ST5492"
"bombus lucorum sensu lato","ST549929",2011-04-25,2011,"ST5492"
"bombus terrestris","ST549929",2011-04-25,2011,"ST5492"
"bombus lapidarius","ST549929",2011-04-25,2011,"ST5492"
"bombus rupestris","ST549929",2011-04-25,2011,"ST5492"
"bombus hypnorum","ST549929",2011-06-22,2011,"ST5492"
"bombus lapidarius","ST549929",2011-06-22,2011,"ST5492"
"bombus lucorum/terrestris","ST549929",2011-06-22,2011,"ST5492"
"bombus lucorum/terrestris","ST549929",2011-06-22,2011,"ST5492"
"bombus bohemicus","ST549929",2011-06-22,2011,"ST5492"
"bombus pascuorum","ST549929",2011-06-22,2011,"ST5492"
"bombus lucorum/terrestris","ST549929",2011-06-22,2011,"ST5492"
"bombus lapidarius","ST549929",2011-05-26,2011,"ST5492"
"bombus pratorum","ST549929",2011-05-26,2011,"ST5492"
"bombus pascuorum","ST549929",2011-05-26,2011,"ST5492"
"bombus hypnorum","ST549929",2011-05-26,2011,"ST5492"
"bombus hypnorum","ST549929",2011-05-26,2011,"ST5492"
"bombus vestalis","ST549929",2011-05-26,2011,"ST5492"
"bombus lapidarius","ST549929",2011-05-26,2011,"ST5492"
"bombus lapidarius","ST549929",2011-05-26,2011,"ST5492"
"bombus hypnorum","ST549929",2011-05-26,2011,"ST5492"
"bombus sylvestris","ST549929",2011-05-26,2011,"ST5492"
"bombus lucorum/terrestris","ST549929",2011-05-26,2011,"ST5492"
"bombus lapidarius","ST549929",2011-05-26,2011,"ST5492"
"bombus pratorum","ST549929",2011-05-26,2011,"ST5492"
"bombus hypnorum","ST549929",2011-05-26,2011,"ST5492"
"bombus lucorum/terrestris","ST549929",2011-05-26,2011,"ST5492"
"bombus pascuorum","SO148482",2010-10-08,2010,"SO1448"
"bombus pascuorum","SO148482",2010-10-08,2010,"SO1448"
"apis mellifera","SO148482",2010-10-08,2010,"SO1448"
"bombus terrestris","SO148482",2010-06-20,2010,"SO1448"
"bombus bohemicus","SO148482",2010-06-20,2010,"SO1448"
"bombus lapidarius","SO148482",2010-06-20,2010,"SO1448"
"bombus hortorum","SO148482",2010-06-20,2010,"SO1448"
"bombus lucorum sensu lato","SO148482",2010-06-20,2010,"SO1448"
"bombus sylvestris","SO148482",2010-06-20,2010,"SO1448"
"bombus lapidarius","SO148482",2010-06-20,2010,"SO1448"
"bombus lucorum sensu lato","SO148482",2010-06-20,2010,"SO1448"
"bombus campestris","SO148482",2010-06-20,2010,"SO1448"
"bombus lapidarius","SO148482",2010-07-31,2010,"SO1448"
"bombus pascuorum","SO148482",2010-07-31,2010,"SO1448"
"bombus lapidarius","SO148482",2010-07-31,2010,"SO1448"
"bombus pratorum","SO148482",2010-07-31,2010,"SO1448"
"bombus terrestris","SO148482",2010-07-31,2010,"SO1448"
"bombus pratorum","SO148482",2010-07-31,2010,"SO1448"
"bombus pascuorum","SO148482",2010-07-31,2010,"SO1448"
"bombus pascuorum","SO148482",2010-07-31,2010,"SO1448"
"bombus lucorum sensu lato","SO148482",2010-07-31,2010,"SO1448"
"bombus lucorum sensu lato","SO148482",2010-08-30,2010,"SO1448"
"bombus pascuorum","SO148482",2010-09-15,2010,"SO1448"
"bombus pascuorum","SO148482",2010-09-15,2010,"SO1448"
"bombus pascuorum","SO148482",2010-09-15,2010,"SO1448"
"bombus pascuorum","SO148482",2010-09-15,2010,"SO1448"
"bombus terrestris","SD471977",2010-06-22,2010,"SD4797"
"bombus terrestris","SD471977",2010-07-24,2010,"SD4797"
"bombus lapidarius","SD471977",2010-07-24,2010,"SD4797"
"bombus hortorum","SD471977",2010-07-24,2010,"SD4797"
"bombus terrestris","SD471977",2010-08-04,2010,"SD4797"
"bombus terrestris","SD471977",2010-06-22,2010,"SD4797"
"bombus terrestris","SD471977",2010-06-22,2010,"SD4797"
"bombus terrestris","SD471977",2010-08-04,2010,"SD4797"
"bombus lapidarius","SD471977",2010-08-04,2010,"SD4797"
"bombus terrestris","SD471977",2010-06-22,2010,"SD4797"
"bombus terrestris","SD471977",2010-06-22,2010,"SD4797"
"bombus terrestris","SD471977",2010-07-24,2010,"SD4797"
"bombus terrestris","SD471977",2010-07-24,2010,"SD4797"
"bombus hortorum","SD471977",2010-07-24,2010,"SD4797"
"bombus terrestris","SD471977",2010-08-04,2010,"SD4797"
"bombus terrestris","SD471977",2010-06-22,2010,"SD4797"
"bombus terrestris","SD471977",2010-07-24,2010,"SD4797"
"bombus hortorum","SD471977",2010-07-24,2010,"SD4797"
"bombus terrestris","SD471977",2010-08-04,2010,"SD4797"
"bombus terrestris","SD471977",2010-09-05,2010,"SD4797"
"bombus pratorum","NO566497",2011-07-31,2011,"NO5649"
"bombus terrestris","NO566497",2011-07-31,2011,"NO5649"
"bombus lapidarius","NO566497",2011-07-31,2011,"NO5649"
"bombus lapidarius","NO566497",2011-07-31,2011,"NO5649"
"bombus terrestris","NO566497",2011-07-31,2011,"NO5649"
"bombus lapidarius","NO566497",2011-07-31,2011,"NO5649"
"bombus terrestris","NO566497",2011-07-31,2011,"NO5649"
"bombus terrestris","NO566497",2011-07-31,2011,"NO5649"
"bombus terrestris","NO566497",2011-07-31,2011,"NO5649"
"bombus lapidarius","NO566497",2011-07-31,2011,"NO5649"
"apis mellifera","NO566497",2011-07-31,2011,"NO5649"
"bombus lapidarius","NO566497",2011-06-26,2011,"NO5649"
"bombus lapidarius","NO566497",2011-06-26,2011,"NO5649"
"bombus pascuorum","NO566497",2011-06-26,2011,"NO5649"
"bombus campestris","NO566497",2011-06-26,2011,"NO5649"
"bombus lapidarius","NO566497",2011-06-26,2011,"NO5649"
"bombus pascuorum","NO566497",2011-06-26,2011,"NO5649"
"bombus terrestris","NO566497",2011-06-26,2011,"NO5649"
"bombus terrestris","NO566497",2011-06-26,2011,"NO5649"
"bombus pascuorum","NO566497",2011-06-26,2011,"NO5649"
"bombus pratorum","NO566497",2011-06-26,2011,"NO5649"
"bombus campestris","NO566497",2011-06-26,2011,"NO5649"
"apis mellifera","NO566497",2011-06-26,2011,"NO5649"
"bombus lapidarius","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-08-22,2011,"NO5649"
"bombus pascuorum","NO566497",2011-08-22,2011,"NO5649"
"bombus pascuorum","NO566497",2011-08-22,2011,"NO5649"
"bombus pascuorum","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-08-22,2011,"NO5649"
"apis mellifera","NO566497",2011-08-22,2011,"NO5649"
"bombus terrestris","NO566497",2011-04-24,2011,"NO5649"
"bombus terrestris","NO566497",2011-04-24,2011,"NO5649"
"bombus terrestris","NO566497",2011-04-24,2011,"NO5649"
"bombus terrestris","NO566497",2011-04-24,2011,"NO5649"
"bombus pascuorum","NO566497",2011-04-24,2011,"NO5649"
"bombus terrestris","NO566497",2011-05-29,2011,"NO5649"
"bombus terrestris","NO566497",2011-05-29,2011,"NO5649"
"bombus terrestris","NO566497",2011-05-29,2011,"NO5649"
"bombus lapidarius","NO566497",2011-05-29,2011,"NO5649"
"bombus pratorum","NO566497",2011-05-29,2011,"NO5649"
"bombus pascuorum","NO566497",2011-05-29,2011,"NO5649"
"apis mellifera","NO566497",2011-05-29,2011,"NO5649"
"bombus terrestris","NO566497",2011-03-27,2011,"NO5649"
"bombus lapidarius","NO566497",2011-03-27,2011,"NO5649"
"bombus pratorum","NO566497",2011-03-27,2011,"NO5649"
"bombus pascuorum","NO566497",2011-03-27,2011,"NO5649"
"apis mellifera","NO566497",2011-03-27,2011,"NO5649"
"bombus terrestris","NO566497",2010-08-28,2010,"NO5649"
"bombus terrestris","NO566497",2010-08-28,2010,"NO5649"
"bombus terrestris","NO566497",2010-07-31,2010,"NO5649"
"bombus terrestris","NO566497",2010-07-31,2010,"NO5649"
"bombus pascuorum","NO566497",2010-07-31,2010,"NO5649"
"bombus terrestris","NO566497",2010-07-31,2010,"NO5649"
"bombus terrestris","NO566497",2010-07-31,2010,"NO5649"
"bombus lapidarius","NO566497",2010-07-31,2010,"NO5649"
"bombus lapidarius","NO566497",2010-07-31,2010,"NO5649"
"bombus lapidarius","NO566497",2010-07-31,2010,"NO5649"
"bombus pascuorum","NO566497",2010-07-31,2010,"NO5649"
"bombus pascuorum","NO566497",2010-06-27,2010,"NO5649"
"bombus terrestris","NO566497",2010-06-27,2010,"NO5649"
"bombus terrestris","NO566497",2010-06-27,2010,"NO5649"
"bombus terrestris","NO566497",2010-06-27,2010,"NO5649"
"bombus terrestris","TM232208",2010-08-28,2010,"TM2320"
"bombus terrestris","TM232208",2010-08-28,2010,"TM2320"
"bombus pascuorum","TM232208",2010-08-28,2010,"TM2320"
"apis mellifera","TM232208",2010-08-28,2010,"TM2320"
"bombus sylvestris","TM232208",2010-08-28,2010,"TM2320"
"bombus terrestris","TM232208",2010-08-28,2010,"TM2320"
"bombus lapidarius","TM232208",2010-08-28,2010,"TM2320"
"bombus pascuorum","TM232208",2010-08-28,2010,"TM2320"
"apis mellifera","TM232208",2010-08-28,2010,"TM2320"
"bombus campestris","TM232208",2010-08-28,2010,"TM2320"
"bombus pascuorum","TM232208",2010-08-28,2010,"TM2320"
"bombus sylvestris","TM232208",2010-08-28,2010,"TM2320"
"bombus sylvestris","TM232208",2010-08-28,2010,"TM2320"
"bombus terrestris","TM232208",2010-08-28,2010,"TM2320"
"bombus pascuorum","TM232208",2010-08-28,2010,"TM2320"
"bombus terrestris","TM232208",2010-07-27,2010,"TM2320"
"bombus terrestris","TM232208",2010-07-27,2010,"TM2320"
"bombus lapidarius","TM232208",2010-07-27,2010,"TM2320"
"bombus lapidarius","TM232208",2010-07-27,2010,"TM2320"
"bombus hortorum","TM232208",2010-07-27,2010,"TM2320"
"bombus campestris","TM232208",2010-07-27,2010,"TM2320"
"bombus campestris","TM232208",2010-07-27,2010,"TM2320"
"bombus terrestris","TM232208",2010-07-27,2010,"TM2320"
"bombus lapidarius","TM232208",2010-07-27,2010,"TM2320"
"bombus lapidarius","TM232208",2010-07-27,2010,"TM2320"
"bombus hortorum","TM232208",2010-07-27,2010,"TM2320"
"bombus terrestris","TM232208",2010-07-27,2010,"TM2320"
"bombus lucorum sensu lato","TM232208",2010-07-27,2010,"TM2320"
"apis mellifera","TM232208",2010-07-27,2010,"TM2320"
"bombus hypnorum","TM232208",2010-07-27,2010,"TM2320"
"bombus lapidarius","TM232208",2010-07-27,2010,"TM2320"
"bombus lapidarius","TM232208",2010-07-27,2010,"TM2320"
"apis mellifera","SD771041",2010-06-15,2010,"SD7704"
"bombus lapidarius","SD771041",2010-06-15,2010,"SD7704"
"bombus lapidarius","SD771041",2010-06-15,2010,"SD7704"
"bombus pratorum","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"bombus terrestris","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"bombus terrestris","SD771041",2010-06-15,2010,"SD7704"
"bombus pratorum","SD771041",2010-06-15,2010,"SD7704"
"bombus pascuorum","SD771041",2010-06-15,2010,"SD7704"
"bombus lapidarius","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"bombus lapidarius","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"apis mellifera","SD771041",2010-06-15,2010,"SD7704"
"apis mellifera","SD771041",2010-06-15,2010,"SD7704"
"apis mellifera","SD771041",2010-06-15,2010,"SD7704"
"apis mellifera","SD771041",2010-06-15,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-06-15,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"apis mellifera","SD771041",2010-08-30,2010,"SD7704"
"bombus lucorum sensu lato","SD771041",2010-08-30,2010,"SD7704"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus terrestris","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus terrestris","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"apis mellifera","TQ282861",2010-08-30,2010,"TQ2886"
"apis mellifera","TQ282861",2010-08-30,2010,"TQ2886"
"bombus lapidarius","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-08-30,2010,"TQ2886"
"bombus pascuorum","TQ282861",2010-09-30,2010,"TQ2886"
"apis mellifera","TQ282861",2010-09-30,2010,"TQ2886"
"apis mellifera","TQ282861",2010-09-30,2010,"TQ2886"
"apis mellifera","TQ282861",2010-09-30,2010,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-07-24,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-07-24,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-07-24,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-07-24,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-07-24,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-07-24,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-07-24,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-07-24,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-07-24,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-07-24,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-07-24,2011,"TQ2886"
"apis mellifera","TQ282861",2011-07-24,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-03-25,2011,"TQ2886"
"apis mellifera","TQ282861",2011-04-20,2011,"TQ2886"
"apis mellifera","TQ282861",2011-04-20,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-05-18,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-05-18,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-05-18,2011,"TQ2886"
"bombus hypnorum","TQ282861",2011-05-18,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-05-18,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-05-18,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-05-18,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-05-18,2011,"TQ2886"
"bombus pratorum","TQ282861",2011-05-18,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-05-18,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-05-18,2011,"TQ2886"
"bombus hypnorum","TQ282861",2011-05-18,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-05-18,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-05-18,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-06-27,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-06-27,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-06-27,2011,"TQ2886"
"apis mellifera","TQ282861",2011-06-27,2011,"TQ2886"
"apis mellifera","TQ282861",2011-06-27,2011,"TQ2886"
"apis mellifera","TQ282861",2011-06-27,2011,"TQ2886"
"apis mellifera","TQ282861",2011-06-27,2011,"TQ2886"
"apis mellifera","TQ282861",2011-06-27,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-06-27,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-06-27,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-06-27,2011,"TQ2886"
"apis mellifera","TQ282861",2011-06-27,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-06-27,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-06-27,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-08-21,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-08-21,2011,"TQ2886"
"bombus lapidarius","TQ282861",2011-08-21,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-08-21,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-08-21,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-08-21,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-08-21,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-08-21,2011,"TQ2886"
"bombus pascuorum","TQ282861",2011-08-21,2011,"TQ2886"
"apis mellifera","TQ282861",2011-08-21,2011,"TQ2886"
"apis mellifera","TQ282861",2011-08-21,2011,"TQ2886"
"apis mellifera","TQ282861",2011-08-21,2011,"TQ2886"
"apis mellifera","TQ282861",2011-08-21,2011,"TQ2886"
"bombus terrestris","TQ282861",2011-08-21,2011,"TQ2886"
